cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
263,18,Female,Sharjah,Silver,Website,2025-06-17
264,30,Male,Dubai,Gold,Noon,2021-07-26
265,25,Male,Dubai,Silver,Store,2023-06-22
266,40,Female,Dubai,Gold,Store,2024-06-06
267,25,Male,Abu Dhabi,Platinum,Amazon.ae,2022-08-06
268,30,Female,Dubai,Silver,Amazon.ae,2024-09-27
269,18,Female,Abu Dhabi,Silver,Store,2022-04-05
270,18,Male,Sharjah,Gold,Website,2021-05-16
271,25,Female,Abu Dhabi,Platinum,Store,2023-09-05
272,30,Male,Dubai,Silver,MobileApp,2021-10-11
273,35,Male,Sharjah,Gold,Noon,2023-04-30
274,25,Female,Dubai,Silver,Website,2021-12-17
275,35,Male,Dubai,Silver,Website,2021-01-17
276,45,Female,Dubai,Gold,Store,2024-05-23
277,40,Male,Abu Dhabi,Platinum,Website,2024-11-19
278,18,Male,Dubai,Gold,Website,2024-11-23
279,30,Female,Dubai,Gold,Website,2022-02-18
280,20,Female,Dubai,Silver,Store,2024-06-21
281,20,Male,Dubai,Silver,Website,2024-01-24
282,60,Male,Abu Dhabi,Silver,Website,2025-07-15
283,20,Female,Sharjah,Silver,Store,2021-01-06
284,30,Male,Abu Dhabi,Gold,Store,2023-02-19
285,35,Female,Dubai,Silver,Store,2021-03-28
286,35,Female,Dubai,Gold,MobileApp,2021-07-08
287,30,Female,Sharjah,Gold,Website,2025-06-27
288,18,Female,Dubai,Silver,MobileApp,2025-06-28
289,25,Male,Sharjah,Silver,Store,2022-02-24
290,30,Female,Dubai,Gold,Amazon.ae,2023-12-27
291,18,Female,Sharjah,Platinum,MobileApp,2025-06-30
292,25,Male,Dubai,Gold,Store,2021-09-05
293,18,Female,Dubai,Silver,Store,2023-05-10
294,18,Male,Abu Dhabi,Silver,Store,2021-07-26
295,25,Male,Abu Dhabi,Silver,Noon,2024-05-13
296,20,Male,Dubai,Silver,Store,2024-09-04
297,30,Female,Abu Dhabi,Gold,Store,2024-01-12
298,35,Male,Abu Dhabi,Gold,Store,2022-02-28
299,40,Female,Dubai,Silver,MobileApp,2024-01-11
300,20,Female,Dubai,Silver,Store,2022-07-03
301,20,Male,Dubai,Silver,Store,2025-10-15
302,20,Male,Dubai,Platinum,Store,2022-05-02
303,35,Female,Abu Dhabi,Silver,Store,2021-05-13
304,35,Male,Dubai,Gold,Store,2021-04-25
305,18,Female,Dubai,Silver,Website,2022-01-12
306,50,Male,Dubai,Gold,MobileApp,2023-09-04
307,18,Male,Abu Dhabi,Silver,MobileApp,2021-07-30
308,30,Female,Dubai,Silver,MobileApp,2021-05-12
309,35,Male,Dubai,Gold,Store,2024-10-29
310,45,Male,Dubai,Silver,MobileApp,2021-06-03
311,35,Male,Sharjah,Silver,Store,2023-07-09
312,40,Male,Dubai,Silver,Store,2024-12-17
313,25,Male,Abu Dhabi,Silver,Amazon.ae,2023-08-10
314,40,Female,Dubai,Silver,MobileApp,2023-03-17
315,18,Male,Dubai,Gold,Website,2024-10-21
316,45,Male,Abu Dhabi,Platinum,Amazon.ae,2025-09-14
317,30,Female,Dubai,Silver,Noon,2021-05-27
318,40,Male,Sharjah,Silver,Website,2025-10-24
319,30,Male,Sharjah,Silver,Website,2024-02-25
320,35,Female,Abu Dhabi,Silver,MobileApp,2024-08-24
321,30,Female,Abu Dhabi,Silver,Store,2022-12-16
322,35,Female,Dubai,Gold,Store,2024-02-16
323,18,Female,Dubai,Silver,MobileApp,2025-05-16
324,18,Male,Sharjah,Silver,Store,2021-08-19
325,20,Female,Abu Dhabi,Gold,Store,2022-03-27
326,20,Male,Abu Dhabi,Platinum,Store,2025-03-04
327,45,Male,Dubai,Platinum,Store,2025-08-13
328,20,Male,Dubai,Gold,Noon,2024-03-14
329,55,Male,Sharjah,Platinum,Website,2023-06-26
330,25,Male,Dubai,Silver,Website,2025-07-05
331,20,Female,Dubai,Silver,Noon,2025-08-30
332,40,Male,Dubai,Silver,Amazon.ae,2025-09-21
333,35,Male,Sharjah,Gold,Website,2023-12-09
334,30,Male,Dubai,Platinum,Amazon.ae,2021-04-17
335,30,Male,Sharjah,Silver,Store,2021-04-03
336,35,Female,Dubai,Gold,Store,2025-07-18
337,20,Male,Sharjah,Gold,Store,2023-04-09
338,60,Male,Abu Dhabi,Platinum,Website,2021-05-20
339,55,Male,Dubai,Gold,Website,2024-08-30
340,35,Female,Abu Dhabi,Platinum,Website,2021-01-11
341,20,Male,Dubai,Silver,Website,2022-03-24
342,35,Male,Dubai,Silver,Store,2023-07-16
343,18,Male,Sharjah,Silver,Store,2022-01-30
344,18,Male,Dubai,Silver,Website,2025-03-09
345,25,Male,Dubai,Silver,Store,2022-01-13
346,30,Female,Dubai,Gold,Website,2021-12-27
347,45,Female,Dubai,Gold,Website,2022-11-14
348,35,Female,Sharjah,Gold,Website,2023-10-14
349,35,Male,Dubai,Silver,Store,2025-04-21
350,25,Male,Sharjah,Silver,Website,2022-10-04
351,25,Male,Sharjah,Silver,MobileApp,2022-07-27
352,25,Female,Dubai,Silver,Noon,2023-09-24
353,60,Female,Dubai,Silver,MobileApp,2025-05-04
354,18,Female,Sharjah,Silver,Website,2023-07-12
355,45,Male,Dubai,Silver,Store,2022-01-31
356,30,Male,Dubai,Gold,Website,2021-07-05
357,25,Male,Dubai,Silver,Amazon.ae,2024-05-29
358,35,Female,Abu Dhabi,Platinum,Store,2025-03-22
359,30,Female,Abu Dhabi,Silver,Store,2024-08-16
360,45,Female,Dubai,Platinum,Store,2024-04-13
361,50,Male,Dubai,Silver,MobileApp,2022-01-06
362,25,Male,Sharjah,Silver,Store,2025-03-13
363,25,Female,Abu Dhabi,Silver,Store,2024-05-12
364,30,Female,Abu Dhabi,Gold,Amazon.ae,2022-08-31
365,50,Male,Abu Dhabi,Silver,Website,2021-10-09
366,20,Male,Dubai,Silver,Store,2025-07-29
367,35,Male,Abu Dhabi,Gold,Store,2024-12-10
368,35,Male,Dubai,Silver,Store,2023-11-23
369,35,Male,Dubai,Silver,Website,2021-03-23
370,20,Female,Abu Dhabi,Silver,Store,2025-02-15
371,35,Male,Dubai,Gold,Website,2021-05-28
372,50,Male,Sharjah,Silver,MobileApp,2025-06-19
373,20,Male,Dubai,Silver,Website,2023-08-23
374,20,Female,Sharjah,Silver,Store,2023-09-19
375,55,Female,Sharjah,Silver,Website,2023-08-06
376,20,Male,Dubai,Gold,MobileApp,2022-05-10
377,45,Female,Abu Dhabi,Silver,Store,2024-04-08
378,30,Female,Dubai,Silver,Store,2022-12-24
379,20,Male,Sharjah,Silver,Website,2022-12-04
380,45,Male,Dubai,Silver,Website,2023-10-28
381,25,Female,Abu Dhabi,Silver,Store,2024-11-04
382,30,Female,Dubai,Silver,MobileApp,2023-04-06
383,25,Female,Dubai,Silver,Website,2022-03-10
384,30,Female,Dubai,Platinum,Amazon.ae,2023-11-24
385,20,Female,Dubai,Silver,Store,2022-07-17
386,25,Male,Abu Dhabi,Silver,MobileApp,2025-07-14
387,55,Male,Abu Dhabi,Silver,Store,2021-05-18
388,25,Male,Abu Dhabi,Silver,Website,2022-01-02
389,35,Male,Dubai,Gold,Website,2021-04-16
390,25,Female,Dubai,Silver,Store,2023-03-05
391,40,Female,Dubai,Silver,MobileApp,2023-11-22
392,20,Female,Sharjah,Gold,Store,2022-09-28
393,55,Male,Sharjah,Silver,Website,2025-09-02
394,30,Female,Dubai,Silver,Store,2023-09-14
395,20,Male,Dubai,Silver,MobileApp,2023-08-16
396,18,Male,Dubai,Silver,Store,2025-03-28
397,20,Female,Abu Dhabi,Gold,MobileApp,2024-04-06
398,30,Female,Abu Dhabi,Silver,MobileApp,2023-05-05
399,25,Female,Abu Dhabi,Silver,MobileApp,2021-03-19
400,40,Male,Dubai,Silver,Store,2025-04-19
401,25,Male,Abu Dhabi,Silver,Website,2021-07-28
402,20,Male,Abu Dhabi,Platinum,Store,2024-12-05
403,35,Male,Dubai,Silver,MobileApp,2021-01-08
404,35,Female,Abu Dhabi,Platinum,MobileApp,2023-01-07
405,20,Female,Dubai,Silver,Website,2021-08-15
406,20,Female,Dubai,Gold,MobileApp,2021-06-24
407,18,Male,Sharjah,Silver,Store,2021-03-22
408,35,Female,Dubai,Silver,Website,2023-12-17
409,35,Male,Sharjah,Gold,Store,2024-03-04
410,30,Female,Abu Dhabi,Gold,Noon,2021-08-26
411,40,Male,Dubai,Silver,Amazon.ae,2025-02-04
412,40,Male,Abu Dhabi,Silver,MobileApp,2024-05-25
413,30,Male,Abu Dhabi,Silver,Amazon.ae,2025-10-29
414,45,Female,Dubai,Platinum,Store,2023-11-16
415,20,Male,Dubai,Silver,Amazon.ae,2021-07-06
416,20,Male,Dubai,Gold,Store,2022-09-22
417,25,Female,Dubai,Gold,MobileApp,2025-09-29
418,18,Male,Dubai,Gold,MobileApp,2024-02-14
419,30,Male,Dubai,Silver,Store,2023-10-11
420,50,Male,Dubai,Silver,Store,2023-03-26
421,18,Male,Sharjah,Platinum,Store,2022-09-06
422,20,Female,Dubai,Gold,Noon,2023-06-11
423,30,Female,Abu Dhabi,Gold,Store,2024-04-01
424,50,Male,Abu Dhabi,Silver,Website,2024-12-08
425,25,Female,Abu Dhabi,Gold,MobileApp,2021-06-27
426,30,Male,Dubai,Silver,Store,2023-09-12
427,18,Male,Sharjah,Silver,Website,2021-10-07
428,20,Male,Abu Dhabi,Gold,Website,2023-03-09
429,60,Male,Sharjah,Silver,Store,2024-05-20
430,55,Male,Dubai,Gold,MobileApp,2023-12-14
431,18,Female,Dubai,Silver,Store,2021-03-08
432,55,Female,Abu Dhabi,Silver,Store,2022-06-28
433,35,Male,Dubai,Silver,Website,2022-06-04
434,45,Female,Dubai,Silver,Store,2022-05-14
435,30,Female,Dubai,Silver,Amazon.ae,2023-08-04
436,30,Female,Abu Dhabi,Gold,Amazon.ae,2024-12-25
437,30,Female,Sharjah,Gold,Website,2022-12-28
438,35,Male,Dubai,Silver,Store,2023-12-06
439,20,Female,Sharjah,Silver,Store,2025-06-04
440,18,Female,Abu Dhabi,Gold,Store,2023-11-25
441,25,Female,Dubai,Gold,Website,2021-07-08
442,35,Male,Sharjah,Gold,MobileApp,2024-01-18
443,20,Male,Sharjah,Gold,Store,2024-09-20
444,35,Male,Abu Dhabi,Silver,Store,2023-08-05
445,55,Male,Dubai,Silver,Website,2021-05-16
446,18,Male,Abu Dhabi,Silver,Store,2022-06-30
447,35,Female,Dubai,Silver,MobileApp,2023-03-04
448,25,Male,Dubai,Gold,Website,2024-02-11
449,45,Female,Dubai,Silver,Website,2024-04-10
450,20,Male,Sharjah,Platinum,Store,2024-09-24
451,35,Female,Sharjah,Gold,Amazon.ae,2022-07-09
452,40,Male,Dubai,Gold,Store,2023-06-13
453,50,Male,Dubai,Platinum,Amazon.ae,2023-08-04
454,35,Female,Sharjah,Silver,Store,2022-06-09
455,30,Female,Dubai,Gold,Amazon.ae,2021-06-23
456,35,Female,Abu Dhabi,Silver,MobileApp,2022-09-29
457,45,Male,Dubai,Silver,Store,2024-09-17
458,30,Male,Dubai,Gold,MobileApp,2021-07-26
459,18,Female,Sharjah,Silver,Website,2024-09-28
460,50,Male,Dubai,Platinum,Store,2023-08-07
461,35,Female,Dubai,Gold,Store,2021-04-14
462,35,Male,Dubai,Gold,Website,2025-07-24
463,20,Male,Sharjah,Silver,Website,2023-11-30
464,35,Male,Sharjah,Gold,MobileApp,2023-11-13
465,25,Male,Dubai,Silver,MobileApp,2024-06-29
466,35,Female,Dubai,Gold,Website,2021-10-17
467,20,Female,Abu Dhabi,Silver,MobileApp,2024-05-10
468,35,Male,Dubai,Gold,Website,2024-03-24
469,60,Female,Abu Dhabi,Silver,Store,2022-07-21
470,18,Male,Dubai,Silver,Amazon.ae,2024-02-04
471,55,Male,Dubai,Silver,Store,2024-07-07
472,25,Male,Abu Dhabi,Silver,Store,2023-08-22
473,45,Female,Dubai,Gold,MobileApp,2024-05-08
474,40,Female,Sharjah,Silver,Store,2023-04-18
475,30,Female,Dubai,Silver,Store,2024-05-25
476,35,Female,Dubai,Silver,Store,2022-02-15
477,45,Female,Sharjah,Silver,Website,2025-05-02
478,25,Female,Dubai,Silver,Noon,2023-06-01
479,25,Female,Abu Dhabi,Gold,Website,2024-02-15
480,35,Female,Dubai,Silver,Website,2023-06-05
481,40,Male,Abu Dhabi,Silver,Store,2022-02-28
482,40,Male,Abu Dhabi,Silver,Store,2024-05-20
483,40,Male,Dubai,Silver,Store,2021-06-04
484,25,Male,Sharjah,Silver,Store,2024-07-10
485,40,Female,Abu Dhabi,Silver,Store,2025-03-11
486,20,Male,Dubai,Gold,Store,2021-05-31
487,30,Female,Abu Dhabi,Silver,Store,2021-07-31
488,18,Male,Abu Dhabi,Silver,MobileApp,2024-04-30
489,25,Male,Dubai,Silver,Amazon.ae,2023-05-31
